2026-04-29T19:21:51Z	session_start	baseline injected
2026-04-29T19:22:14Z	tool_fail	mcp__ffxi__snapshot
2026-04-29T19:22:17Z	transcript_path	/Users/jon/.claude/projects/-Volumes-Sidecar-ffxi-ffxi-agent/dce7bb17-50d5-469a-9f43-e1654f0a7226.jsonl
